"Sr.No","Device No","Device Type","String Id","Date Time","Set value of current(Amps)","Current R","Current Y","Current B","Voltage R","Voltage Y","Voltage B","PF R","PF Y","PF B","KW R","KW Y","KW B","KWH","KVA R","KVA Y","KVA B","KVAH","Current Usage(Hrs)","Emergency Status","Mode","Door Status","Voltage Status","Load Status","MCB Status","Lamp Status","Lamp On Time","Lamp Off Time","I/P","Battery Mode On Time","Battery Mode Off Time"
"#{rowIndex+1}","DIM 00012","Single Phase","285","2017-03-27 12:47:36.0","","0.0","","","228.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","284","2017-03-27 12:47:29.0","","0.0","","","229.25","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","283","2017-03-27 12:47:21.0","","0.0","","","227.64","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","282","2017-03-27 12:47:14.0","","0.0","","","227.96","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","281","2017-03-27 12:47:07.0","","0.0","","","226.5","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","280","2017-03-27 12:46:59.0","","0.0","","","223.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","279","2017-03-27 12:46:52.0","","0.0","","","225.36","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","278","2017-03-27 12:46:45.0","","0.0","","","224.1","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","277","2017-03-27 12:46:38.0","","0.0","","","225.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","276","2017-03-27 12:46:31.0","","0.0","","","224.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","275","2017-03-27 12:46:24.0","","0.0","","","223.11","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","274","2017-03-27 12:46:16.0","","0.0","","","223.34","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","273","2017-03-27 12:46:09.0","","0.0","","","222.0","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","272","2017-03-27 12:46:02.0","","0.0","","","221.27","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","271","2017-03-27 12:45:55.0","","0.0","","","222.44","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","270","2017-03-27 12:45:48.0","","0.0","","","224.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","269","2017-03-27 12:45:41.0","","0.0","","","223.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","268","2017-03-27 12:45:33.0","","0.0","","","221.85","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","267","2017-03-27 12:45:26.0","","0.0","","","222.9","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","266","2017-03-27 12:45:19.0","","0.0","","","223.81","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","265","2017-03-27 12:45:12.0","","0.0","","","223.17","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","264","2017-03-27 12:45:05.0","","0.0","","","222.26","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","263","2017-03-27 12:44:58.0","","0.0","","","222.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","262","2017-03-27 12:44:49.0","","0.0","","","221.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","261","2017-03-27 12:44:42.0","","0.0","","","220.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","260","2017-03-27 12:44:35.0","","0.0","","","222.26","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","259","2017-03-27 12:44:28.0","","0.0","","","223.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","258","2017-03-27 12:44:21.0","","0.0","","","222.76","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","257","2017-03-27 12:44:14.0","","0.0","","","220.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","256","2017-03-27 12:44:06.0","","0.0","","","220.86","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","255","2017-03-27 12:43:59.0","","0.0","","","221.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","254","2017-03-27 12:43:52.0","","0.0","","","221.85","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","253","2017-03-27 12:43:45.0","","0.0","","","221.09","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","252","2017-03-27 12:43:38.0","","0.0","","","219.13","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","251","2017-03-27 12:43:31.0","","0.0","","","220.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","250","2017-03-27 12:43:23.0","","0.0","","","222.44","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","249","2017-03-27 12:43:16.0","","0.0","","","223.14","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","248","2017-03-27 12:43:09.0","","0.0","","","223.25","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","247","2017-03-27 12:43:02.0","","0.0","","","222.11","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","246","2017-03-27 12:42:55.0","","0.0","","","221.79","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","245","2017-03-27 12:42:48.0","","0.0","","","221.65","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","244","2017-03-27 12:42:40.0","","0.0","","","221.62","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","243","2017-03-27 12:42:33.0","","0.0","","","219.48","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","242","2017-03-27 12:42:26.0","","0.0","","","221.09","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","241","2017-03-27 12:42:19.0","","0.0","","","225.83","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","240","2017-03-27 12:42:12.0","","0.0","","","224.34","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","239","2017-03-27 12:42:05.0","","0.0","","","222.06","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","238","2017-03-27 12:41:57.0","","0.0","","","221.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","237","2017-03-27 12:41:49.0","","0.0","","","221.15","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","236","2017-03-27 12:41:42.0","","0.0","","","221.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","235","2017-03-27 12:41:35.0","","0.0","","","220.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","234","2017-03-27 12:41:28.0","","0.0","","","221.53","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","233","2017-03-27 12:41:21.0","","0.0","","","222.03","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","232","2017-03-27 12:41:13.0","","0.0","","","222.0","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","231","2017-03-27 12:41:06.0","","0.0","","","222.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","230","2017-03-27 12:40:59.0","","0.0","","","221.62","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","229","2017-03-27 12:40:52.0","","0.0","","","220.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","228","2017-03-27 12:40:45.0","","0.0","","","219.51","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","227","2017-03-27 12:40:38.0","","0.0","","","222.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","226","2017-03-27 12:40:30.0","","0.0","","","222.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","225","2017-03-27 12:40:23.0","","0.0","","","224.92","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","224","2017-03-27 12:40:16.0","","0.0","","","224.16","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","223","2017-03-27 12:40:09.0","","0.0","","","224.07","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","222","2017-03-27 12:40:02.0","","0.0","","","222.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","221","2017-03-27 12:39:55.0","","0.0","","","222.49","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","220","2017-03-27 12:39:47.0","","0.0","","","223.87","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","219","2017-03-27 12:39:40.0","","0.0","","","222.06","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","218","2017-03-27 12:39:33.0","","0.0","","","222.46","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","217","2017-03-27 12:39:26.0","","0.0","","","221.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","216","2017-03-27 12:39:19.0","","0.0","","","220.97","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","215","2017-03-27 12:39:12.0","","0.0","","","222.55","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","214","2017-03-27 12:39:04.0","","0.0","","","221.88","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","213","2017-03-27 12:38:57.0","","0.0","","","222.76","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","212","2017-03-27 12:38:50.0","","0.0","","","222.79","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","211","2017-03-27 12:38:43.0","","0.0","","","223.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","210","2017-03-27 12:38:36.0","","0.0","","","223.9","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","209","2017-03-27 12:38:29.0","","0.0","","","223.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","208","2017-03-27 12:38:21.0","","0.0","","","223.46","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","207","2017-03-27 12:38:14.0","","0.0","","","224.25","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","206","2017-03-27 12:38:07.0","","0.0","","","222.99","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","DOOR OPEN","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","205","2017-03-27 12:38:00.0","","0.0","","","223.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","204","2017-03-27 12:37:53.0","","0.0","","","226.38","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","203","2017-03-27 12:37:46.0","","0.0","","","225.18","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","202","2017-03-27 12:37:38.0","","0.0","","","226.76","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","201","2017-03-27 12:37:31.0","","0.0","","","226.88","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","200","2017-03-27 12:37:24.0","","0.0","","","227.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","199","2017-03-27 12:37:17.0","","0.0","","","227.61","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","198","2017-03-27 12:37:10.0","","0.0","","","226.44","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","197","2017-03-27 12:37:03.0","","0.0","","","224.31","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","196","2017-03-27 12:36:55.0","","0.0","","","224.34","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","195","2017-03-27 12:36:48.0","","0.0","","","224.19","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","194","2017-03-27 12:36:41.0","","0.0","","","223.75","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","193","2017-03-27 12:36:34.0","","0.0","","","225.86","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","192","2017-03-27 12:36:27.0","","0.0","","","227.17","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","191","2017-03-27 12:36:20.0","","0.0","","","226.47","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","190","2017-03-27 12:36:12.0","","0.0","","","225.83","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","189","2017-03-27 12:36:05.0","","0.0","","","228.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","188","2017-03-27 12:35:58.0","","0.0","","","227.81","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","187","2017-03-27 12:35:51.0","","0.0","","","227.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","186","2017-03-27 12:35:44.0","","0.0","","","228.28","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","185","2017-03-27 12:35:37.0","","0.0","","","228.37","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","184","2017-03-27 12:35:29.0","","0.0","","","227.73","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","183","2017-03-27 12:35:22.0","","0.0","","","227.02","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","182","2017-03-27 12:35:15.0","","0.0","","","224.51","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","181","2017-03-27 12:35:07.0","","0.0","","","227.93","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","180","2017-03-27 12:35:00.0","","0.0","","","228.66","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","179","2017-03-27 12:34:53.0","","0.0","","","230.94","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","178","2017-03-27 12:34:45.0","","0.0","","","229.8","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","177","2017-03-27 12:34:38.0","","0.0","","","230.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","176","2017-03-27 12:34:31.0","","0.0","","","230.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","175","2017-03-27 12:34:24.0","","0.0","","","230.59","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","174","2017-03-27 12:34:17.0","","0.0","","","231.23","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","173","2017-03-27 12:34:10.0","","0.0","","","231.67","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","172","2017-03-27 12:34:02.0","","0.0","","","231.99","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","171","2017-03-27 12:33:55.0","","0.0","","","231.32","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","170","2017-03-27 12:33:48.0","","0.0","","","231.15","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","169","2017-03-27 12:33:41.0","","0.0","","","229.45","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","168","2017-03-27 12:33:34.0","","0.0","","","229.71","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","167","2017-03-27 12:33:27.0","","0.0","","","229.33","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","166","2017-03-27 12:33:19.0","","0.0","","","228.78","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","165","2017-03-27 12:33:12.0","","0.0","","","232.9","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","164","2017-03-27 12:33:05.0","","0.0","","","233.05","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","163","2017-03-27 12:32:58.0","","0.0","","","232.96","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","162","2017-03-27 12:32:51.0","","0.0","","","232.93","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","161","2017-03-27 12:32:44.0","","0.0","","","232.43","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","160","2017-03-27 12:32:36.0","","0.0","","","234.27","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","159","2017-03-27 12:32:29.0","","0.0","","","230.56","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","158","2017-03-27 12:32:22.0","","0.0","","","230.74","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","157","2017-03-27 12:32:15.0","","0.0","","","229.01","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","156","2017-03-27 12:32:08.0","","0.0","","","227.61","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","155","2017-03-27 12:32:01.0","","0.0","","","228.84","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
"#{rowIndex+1}","DIM 00012","Single Phase","154","2017-03-27 12:31:53.0","","0.0","","","227.52","","","1.0","","","0.0","","","4.8","0.0","","","0.53","00:00:00","","AUTO","","","","","","","","","",""
